# Spatial history output
# Columns: time, shell_index, radius, velocity, pressure, temperature
# time (s), shell, radius (m), velocity (m/s), pressure (Pa), temperature (K)
     1     0.001000    1   0.2547410E+00   0.8653436E+01   0.8610000E+05   0.3000000E+03
     1     0.001000    2   0.7547284E+00   0.8611321E+01   0.3000000E+03   0.3000000E+03
     1     0.001000    3   0.1250000E+01   0.3863093E-07   0.3000000E+03   0.3000000E+03
     1     0.001000    4   0.1750000E+01   0.3821015E-14   0.3000000E+03   0.3000000E+03
     1     0.001000    5   0.2250000E+01  -0.7878498E-14   0.3000000E+03   0.3000000E+03
     1     0.001000    6   0.2750000E+01  -0.2030674E-13   0.3000000E+03   0.3000000E+03
     1     0.001000    7   0.3250000E+01  -0.2630145E-13   0.3000000E+03   0.3000000E+03
     1     0.001000    8   0.3750000E+01  -0.3859861E-07   0.3000000E+03   0.3000000E+03
     1     0.001000    9   0.4245283E+01  -0.8574293E+01   0.3000000E+03   0.3000000E+03
     1     0.001000   10   0.4750000E+01   0.2060464E-10   0.8610000E+05   0.3000000E+03
     1     0.001000   11   0.5254720E+01   0.8584626E+01   0.3000000E+03   0.3000000E+03
     1     0.001000   12   0.5750000E+01   0.3861920E-07   0.3000000E+03   0.3000000E+03
     1     0.001000   13   0.6250000E+01  -0.3227569E-13   0.3000000E+03   0.3000000E+03
     1     0.001000   14   0.6750000E+01  -0.2516572E-13   0.3000000E+03   0.3000000E+03
     1     0.001000   15   0.7250000E+01  -0.1061494E-13   0.3000000E+03   0.3000000E+03
     1     0.001000   16   0.7750000E+01   0.1875833E-14   0.3000000E+03   0.3000000E+03
     1     0.001000   17   0.8250000E+01   0.2280217E-13   0.3000000E+03   0.3000000E+03
     1     0.001000   18   0.8750000E+01  -0.3860454E-07   0.3000000E+03   0.3000000E+03
     1     0.001000   19   0.9245282E+01  -0.8577375E+01   0.3000000E+03   0.3000000E+03
     1     0.001000   20   0.9745282E+01  -0.8577509E+01   0.8610000E+05   0.3000000E+03
     2     0.002000    1   0.2683482E+00   0.1776591E+02   0.8610000E+05   0.3000000E+03
     2     0.002000    2   0.7681576E+00   0.1741462E+02   0.3000000E+03   0.3000000E+03
     2     0.002000    3   0.1250000E+01   0.1634018E-06   0.3000000E+03   0.3000000E+03
     2     0.002000    4   0.1750000E+01   0.1497256E-13   0.3000000E+03   0.3000000E+03
     2     0.002000    5   0.2250000E+01  -0.2994852E-13   0.3000000E+03   0.3000000E+03
     2     0.002000    6   0.2750000E+01  -0.7746848E-13   0.3000000E+03   0.3000000E+03
     2     0.002000    7   0.3250000E+01  -0.1006572E-12   0.3000000E+03   0.3000000E+03
     2     0.002000    8   0.3750000E+01  -0.1628133E-06   0.3000000E+03   0.3000000E+03
     2     0.002000    9   0.4232007E+01  -0.1711407E+02   0.3000000E+03   0.3000000E+03
     2     0.002000   10   0.4750000E+01   0.3723960E-09   0.8610000E+05   0.3000000E+03
     2     0.002000   11   0.5268039E+01   0.1719733E+02   0.3000000E+03   0.3000000E+03
     2     0.002000   12   0.5750000E+01   0.1631877E-06   0.3000000E+03   0.3000000E+03
     2     0.002000   13   0.6250000E+01  -0.1229409E-12   0.3000000E+03   0.3000000E+03
     2     0.002000   14   0.6750000E+01  -0.9609039E-13   0.3000000E+03   0.3000000E+03
     2     0.002000   15   0.7250000E+01  -0.4052822E-13   0.3000000E+03   0.3000000E+03
     2     0.002000   16   0.7750000E+01   0.7162271E-14   0.3000000E+03   0.3000000E+03
     2     0.002000   17   0.8250000E+01   0.8678740E-13   0.3000000E+03   0.3000000E+03
     2     0.002000   18   0.8750000E+01  -0.1629222E-06   0.3000000E+03   0.3000000E+03
     2     0.002000   19   0.9231994E+01  -0.1713885E+02   0.3000000E+03   0.3000000E+03
     2     0.002000   20   0.9731993E+01  -0.1713994E+02   0.8610000E+05   0.3000000E+03
     3     0.003000    1   0.2915641E+00   0.2787001E+02   0.8610000E+05   0.3000000E+03
     3     0.003000    2   0.7905898E+00   0.2661286E+02   0.3000000E+03   0.3000000E+03
     3     0.003000    3   0.1250000E+01   0.3752627E-06   0.3000000E+03   0.3000000E+03
     3     0.003000    4   0.1750000E+01   0.3417540E-13   0.3000000E+03   0.3000000E+03
     3     0.003000    5   0.2250000E+01  -0.6582127E-13   0.3000000E+03   0.3000000E+03
     3     0.003000    6   0.2750000E+01  -0.1713681E-12   0.3000000E+03   0.3000000E+03
     3     0.003000    7   0.3250000E+01  -0.2234060E-12   0.3000000E+03   0.3000000E+03
     3     0.003000    8   0.3750000E+01  -0.3721446E-06   0.3000000E+03   0.3000000E+03
     3     0.003000    9   0.4210227E+01  -0.2558516E+02   0.3000000E+03   0.3000000E+03
     3     0.003000   10   0.4750000E+01   0.1944273E-08   0.8610000E+05   0.3000000E+03
